 ,employment_rate_any_industry,employment_rate_ed_any_ind,employment_rate_noed_any_ind,employment_rate_1,employment_rate_1_ed,employment_rate_1_noed,employment_rate_2,employment_rate_2_ed,employment_rate_2_noed,employment_rate_3,employment_rate_3_ed,employment_rate_3_noed,employment_rate_4,employment_rate_4_ed,employment_rate_4_noed,employment_rate_5,employment_rate_5_ed,employment_rate_5_noed,employment_rate_6,employment_rate_6_ed,employment_rate_6_noed,share_employed_industy_1,share_employed_industy_1_ed,share_employed_industy_1_noed,share_employed_industy_2,share_employed_industy_2_ed,share_employed_industy_2_noed,share_employed_industy_3,share_employed_industy_3_ed,share_employed_industy_3_noed,share_employed_industy_4,share_employed_industy_4_ed,share_employed_industy_4_noed,share_employed_industy_5,share_employed_industy_5_ed,share_employed_industy_5_noed,share_employed_industy_6,share_employed_industy_6_ed,share_employed_industy_6_noed,hrlwage_ed_any_industry,hrlwage_ed_industry_1,hrlwage_ed_industry_2,hrlwage_ed_industry_3,hrlwage_ed_industry_4,hrlwage_ed_industry_5,hrlwage_ed_industry_6,hrlwage_noed_any_industry,hrlwage_noed_industry_1,hrlwage_noed_industry_2,hrlwage_noed_industry_3,hrlwage_noed_industry_4,hrlwage_noed_industry_5,hrlwage_noed_industry_6,uhat_education_unskilled,uhat_education_skilled,employment_ratio,employment_ratio_industry_1,employment_ratio_industry_2,employment_ratio_industry_3,employment_ratio_industry_4,employment_ratio_industry_5,employment_ratio_industry_6
1989M6,0.955048144,0.96819222,0.942377329,0.942735314,0.963263214,0.93162632,0.969489098,0.974329114,0.959316373,0.956183374,0.972965539,0.946172059,0.943002105,0.961192787,0.931364596,0.968784213,0.974583685,0.955812454,0.964730263,0.963303626,0.96655637,0.204452589,0.14742057,0.260937065,0.191047683,0.261464328,0.12130712,0.100197963,0.076560795,0.123608187,0.254821509,0.203655258,0.305496484,0.110302843,0.154104128,0.066922083,0.139177427,0.156794935,0.121729068,12.53479958,14.83283138,12.34162521,12.71605396,9.334018707,13.4245224,13.69095421,8.156796455,9.435073853,7.358040333,9.164865494,6.639007568,7.5426898,9.265687943,-0.165490329,-0.256665558,0.990399003,0.559541762,2.134697437,0.613436222,0.660236597,2.280631065,1.275698185
1989M7,0.955791891,0.972361684,0.939363241,0.96005106,0.979389846,0.948303401,0.961095572,0.970859826,0.939961195,0.948300838,0.969138026,0.936301112,0.944083333,0.965537429,0.929743826,0.956991971,0.973962665,0.925747275,0.968717575,0.977267623,0.957350075,0.206971928,0.157535419,0.257709503,0.201465026,0.274830967,0.126168281,0.100798771,0.074324027,0.127970263,0.251504451,0.203450784,0.300822765,0.108112358,0.140775055,0.074590057,0.131147474,0.149083763,0.112739138,12.27473545,14.70676422,12.52337742,12.45589924,8.845645905,12.67967987,13.05904675,8.102880478,9.202879906,7.397689819,9.534718513,6.725102425,8.118736267,8.510082245,-0.16506581,-0.268097371,1.026317358,0.627378225,2.235615492,0.59607631,0.694113195,1.93698597,1.357179523
1989M8,0.956244349,0.969555557,0.943857551,0.949806273,0.957771122,0.94516629,0.969771504,0.974734604,0.959474504,0.962818027,0.980257869,0.952413321,0.945078313,0.96159935,0.934978247,0.949817359,0.973746002,0.906991601,0.969254613,0.974300683,0.96329385,0.208645672,0.158471853,0.256606221,0.194100276,0.2693609,0.122159541,0.102564558,0.079840049,0.124286637,0.257149845,0.203117803,0.308798432,0.106182277,0.142895907,0.071088158,0.131357387,0.146313459,0.117061041,12.41200447,14.79844666,12.26872158,13.20631218,9.450581551,13.64591026,12.50969505,7.953804016,9.27716732,7.224419594,9.247255325,6.48382473,7.614970684,8.524978638,-0.170224041,-0.267215878,0.955888033,0.59032613,2.107726336,0.614049494,0.628752828,1.921452284,1.194755316
1989M9,0.955960333,0.96790415,0.944527447,0.950874805,0.965625584,0.942459404,0.967719853,0.97428447,0.954440594,0.955422938,0.965946436,0.948675632,0.946479857,0.957663059,0.939511895,0.954586625,0.971827686,0.925418198,0.966773748,0.969937384,0.962420821,0.207102701,0.154285729,0.25891161,0.202901527,0.276060194,0.131139174,0.091395296,0.072901405,0.109536208,0.260086298,0.204011872,0.315090448,0.108455956,0.140142068,0.077374607,0.130058244,0.152598739,0.107947953,12.59252739,14.7332859,12.76626587,13.3506279,9.521424294,13.13473988,13.0499382,8.23395443,9.490515709,7.22497654,9.318693161,6.831800461,8.793019295,9.106264114,-0.154674202,-0.254696071,0.980913937,0.584527731,2.06491518,0.652843595,0.63511318,1.776646256,1.386651874
1989M10,0.956587255,0.971446276,0.941347778,0.953521669,0.967679024,0.944414198,0.970930517,0.980518997,0.950621367,0.944108605,0.95672822,0.936752737,0.950600982,0.965843379,0.940491676,0.949982047,0.967270136,0.914138198,0.964810491,0.976828933,0.94798094,0.203083962,0.156912282,0.251951814,0.214674681,0.286407858,0.138752699,0.097631738,0.070855893,0.125971153,0.251226127,0.197955742,0.307607234,0.105653405,0.141141936,0.06809254,0.127730072,0.14672631,0.107624568,12.68366337,15.46577835,12.25031662,13.40761089,9.508622169,13.28085995,13.59568596,8.202498436,9.48628521,7.216004372,9.718679428,6.799140453,8.0905056,8.924417496,-0.156965613,-0.250041366,1.058394551,0.659154236,2.184696198,0.595322728,0.681113005,2.193835974,1.442926407
1989M11,0.955411553,0.969926,0.940842807,0.950968623,0.965771854,0.941884279,0.973641694,0.980581045,0.958058119,0.943508446,0.966519773,0.930465817,0.941346765,0.958600223,0.930151761,0.961027145,0.969297647,0.946015358,0.963626742,0.970036209,0.955367744,0.200811252,0.152505845,0.250796348,0.223144472,0.305762738,0.137653455,0.090458438,0.065916911,0.115853317,0.253700733,0.199916124,0.309355527,0.106261097,0.135885835,0.075606264,0.125623986,0.140012562,0.110735103,12.45016384,15.05944443,12.38249207,12.86344051,9.190579414,12.52489376,13.64678001,8.114881516,9.373589516,7.332437992,9.273548126,6.720624924,8.55663681,8.598635674,-0.15513964,-0.261047632,1.034771562,0.629230499,2.298486233,0.588752627,0.668704748,1.859776974,1.308356762
1989M12,0.955470026,0.972711563,0.939046144,0.946846902,0.966077864,0.936727405,0.979388833,0.983298719,0.971179187,0.943493485,0.954349697,0.936943352,0.938616931,0.962621748,0.922755659,0.957576632,0.975262821,0.92807126,0.971158266,0.979511082,0.960477471,0.204374492,0.144758582,0.263198882,0.214336142,0.293498427,0.136224896,0.093100108,0.071351528,0.114559934,0.253411144,0.208194882,0.298027098,0.102771036,0.131764248,0.074162759,0.132007062,0.150432333,0.113826431,12.51608276,15.2314043,12.11999416,13.92292309,9.707948685,12.95450783,13.3637104,8.250800133,9.735596657,7.309454441,9.575439453,6.703219414,7.852465153,8.88389492,-0.148787186,-0.266692042,0.986723006,0.542694628,2.125908375,0.614562094,0.689302027,1.75310123,1.304047227
1990M1,0.949188709,0.96764189,0.93024838,0.926097691,0.953255832,0.909050524,0.977117658,0.982555449,0.96506536,0.938026905,0.956175685,0.926379979,0.939492524,0.950401664,0.931950033,0.953955829,0.975656331,0.915355563,0.965935528,0.977864742,0.94919914,0.205613717,0.158062607,0.256382048,0.21383515,0.286955029,0.135768086,0.088964462,0.068650551,0.110652775,0.25925824,0.207621664,0.314388484,0.103646256,0.131412297,0.07400161,0.128682166,0.147297844,0.10880699,12.54342556,15.04163933,12.42555428,12.94096851,9.556222916,13.06412315,13.40271091,8.209458351,9.538090706,7.222552776,9.901782036,6.77568531,7.933948994,9.013786316,-0.150576711,-0.256842196,1.067658424,0.658224225,2.256568432,0.662390411,0.705079973,1.895951271,1.445346355
1990M2,0.951158285,0.967936754,0.934708595,0.937183201,0.961529255,0.923024297,0.974947512,0.983937263,0.956953883,0.93918407,0.958337426,0.927067935,0.935934961,0.945539653,0.929577351,0.953166425,0.971691906,0.918333054,0.971329451,0.97567153,0.965938687,0.204737335,0.153321505,0.256937712,0.220098749,0.294022202,0.145047307,0.092013992,0.072213568,0.112116553,0.248639613,0.198588982,0.299453974,0.105582088,0.139474064,0.071172953,0.128928214,0.142379671,0.115271501,13.08463287,15.9973917,12.89312935,14.49001408,9.402025223,13.14043999,14.35481358,8.238942146,9.31140995,7.509151459,9.793029785,6.716640949,8.352566719,9.175073624,-0.142375439,-0.228424996,1.015258908,0.605831742,2.058009148,0.653921902,0.673289597,1.989551902,1.254015326
1990M3,0.95301044,0.969295204,0.936747134,0.941645443,0.970559359,0.924569488,0.977988005,0.982258677,0.969581485,0.942951918,0.964445531,0.929341555,0.932625294,0.945645928,0.923778772,0.960448563,0.973862827,0.934020996,0.971517146,0.974470139,0.967684388,0.201635212,0.151838332,0.253094584,0.215345606,0.28221333,0.14624542,0.091467611,0.071371615,0.112234525,0.249194771,0.201139718,0.298854202,0.111494556,0.147554502,0.074230716,0.130862251,0.145882502,0.115340546,13.0731163,15.17827129,12.85616398,13.4171381,9.613688469,14.8824091,14.05451012,8.300930023,9.657853127,7.513335705,9.588828087,6.74981451,7.983625412,9.163544655,-0.137923121,-0.239609465,1.033385754,0.619956255,1.994149566,0.6571455,0.695506155,2.054146051,1.30702436
1990M4,0.953244805,0.967316449,0.939265311,0.944350421,0.955482364,0.937936664,0.976333499,0.984563649,0.958888531,0.946965694,0.963204801,0.936818004,0.939611316,0.950232565,0.932790458,0.941782415,0.961886644,0.905295372,0.970924139,0.975857556,0.96401614,0.19592239,0.143287331,0.249774694,0.219359487,0.297203273,0.139715448,0.092961937,0.071905628,0.114505194,0.258741558,0.202340528,0.31644696,0.105807424,0.137775734,0.073099814,0.127207205,0.147487521,0.106457874,12.85916901,15.14301205,12.28720856,14.69644165,9.903343201,14.77776909,13.15198135,8.380876541,9.435788155,7.81307888,10.60223866,6.778476238,8.233075142,9.301654816,-0.134504169,-0.238998935,1.023126245,0.586933076,2.176398277,0.642490804,0.654200971,1.928349137,1.417446613
1990M5,0.9570117,0.968977213,0.945306718,0.943440318,0.958417594,0.934486508,0.973717511,0.979653418,0.9615224,0.966829062,0.972280145,0.963761032,0.943726897,0.961057544,0.932533979,0.950337648,0.954533041,0.94289279,0.975262642,0.98157984,0.966908753,0.1932486,0.146704063,0.239919618,0.218625933,0.295492321,0.14155066,0.096636742,0.069902562,0.123443581,0.257524937,0.20554398,0.309647173,0.105122782,0.134879351,0.075285353,0.128840998,0.147477731,0.11015363,12.82773399,15.48408699,12.44964314,13.52819252,9.406181335,14.08108139,13.89579964,8.285938263,9.422253609,7.636015892,9.553401947,6.893149376,7.916579723,9.492116928,-0.144205034,-0.240771636,1.002717495,0.61313343,2.093210459,0.567810178,0.665604532,1.796443701,1.342475057
1990M6,0.955812752,0.967042506,0.94458878,0.956575692,0.964961767,0.951605797,0.967786074,0.975791037,0.952041924,0.95654124,0.973786712,0.94587189,0.938955128,0.952439606,0.930045903,0.954193115,0.96653825,0.929299653,0.969157577,0.970088124,0.967840612,0.206820071,0.153506204,0.261373162,0.202858105,0.268108606,0.136090904,0.097201005,0.07478296,0.120140143,0.245153025,0.195619404,0.295838028,0.113902047,0.152501911,0.074404955,0.134065747,0.155480921,0.1121528,13.17923355,15.69846058,13.18061352,13.39056206,9.809744835,13.89999676,13.85667419,8.320896149,9.398241043,7.561536312,9.057435036,6.882964611,9.018679619,9.243689537,-0.140031412,-0.209103391,1.023244143,0.600958109,2.015862703,0.636933088,0.676608145,2.097262144,1.41855514
1990M7,0.951945782,0.961682379,0.942103148,0.951164722,0.963954031,0.943508148,0.965352416,0.968637168,0.958615243,0.951486647,0.969788313,0.940476835,0.937526882,0.946786642,0.93111527,0.943701923,0.957127154,0.916760564,0.968069077,0.968366086,0.967663288,0.196701691,0.146995082,0.24799414,0.209934294,0.278835475,0.138834894,0.096047223,0.072404683,0.120444052,0.260273367,0.21175015,0.310344696,0.10447517,0.1392546,0.068586133,0.13256824,0.150759995,0.113796085,12.90281391,15.55982494,12.94269085,13.43752193,9.518084526,12.89708996,14.24763012,8.295590401,9.53014946,7.704706192,9.586821556,6.814592838,8.058946609,9.148529053,-0.131775498,-0.235062048,1.031904101,0.611646831,2.072472334,0.620326877,0.704074681,2.095137596,1.367093205
1990M8,0.952985585,0.966159046,0.940469682,0.943604767,0.958876193,0.934645474,0.961805224,0.968622088,0.947882175,0.962500811,0.982503891,0.950421035,0.940463126,0.953056812,0.932731092,0.950651526,0.96649152,0.921504915,0.974571109,0.978882849,0.969253063,0.207231238,0.157638952,0.255635291,0.20545055,0.281208843,0.131507412,0.099282824,0.077254198,0.120783642,0.253180534,0.197598398,0.307430923,0.107131101,0.142864898,0.072253473,0.127723768,0.143434688,0.112389259,13.02404881,15.01273727,12.94772911,12.74335194,10.18920708,13.75712395,14.10105991,8.305635452,9.281333923,8.399629593,9.263318062,6.743960381,8.136565208,9.285484314,-0.139641479,-0.225341469,0.976040006,0.60188061,2.087114811,0.624283135,0.627340794,1.929898381,1.245652914
1990M9,0.951034904,0.965807855,0.937007427,0.945275187,0.967417002,0.932390928,0.969672143,0.977675259,0.953796506,0.948689759,0.961884022,0.94133532,0.93489325,0.950654626,0.924897075,0.940599561,0.949683845,0.925628245,0.973562241,0.979891062,0.965391397,0.201894939,0.153664708,0.249098748,0.213354051,0.289146155,0.139174923,0.092504509,0.067866251,0.116618425,0.254296064,0.202887326,0.304610729,0.10975223,0.139430389,0.080705665,0.128198221,0.147005171,0.10979151,13.1064539,15.39129543,12.90073776,13.2552433,10.60991955,13.26716423,14.10984421,8.426984787,9.613681793,7.810433865,9.113215446,7.063639164,8.238965034,9.622197151,-0.136209399,-0.219891936,0.978718519,0.60375458,2.033359766,0.569566607,0.651879847,1.690873861,1.310453773
1990M10,0.954232812,0.972412944,0.935688853,0.943689764,0.969805598,0.92753768,0.967993617,0.978653193,0.945486665,0.954292178,0.96502018,0.94790107,0.942308903,0.964039087,0.927915752,0.958005905,0.971908808,0.930333912,0.969865024,0.978806198,0.957034826,0.204401001,0.155993909,0.255714685,0.218130827,0.290832043,0.141064242,0.094151989,0.06907659,0.12073303,0.252534509,0.200051218,0.308169186,0.110622577,0.14516525,0.07400579,0.120159097,0.138880983,0.100313053,13.15682793,15.84206867,13.03630829,14.05568981,9.631340981,13.92136574,13.9757576,8.332099915,9.450888634,7.537152767,9.372904778,7.186732769,8.028400421,9.040164948,-0.137018874,-0.220907122,1.060045004,0.646660328,2.185493946,0.606497586,0.688139141,2.079319477,1.467606425
1990M11,0.948309422,0.96530503,0.930764079,0.936258256,0.95155549,0.9267717,0.973863006,0.98213011,0.956829488,0.948396862,0.95880425,0.941787481,0.933035851,0.960633516,0.913260996,0.941893935,0.954098582,0.919861734,0.960642457,0.967167199,0.951334298,0.197795451,0.148817003,0.250234723,0.221284509,0.290571243,0.147101998,0.097291902,0.073885284,0.122352429,0.252793014,0.210120678,0.29848057,0.10660509,0.134397358,0.076849028,0.12423002,0.142208442,0.104981244,13.24332523,16.14541245,12.9216671,13.61434269,9.798981667,14.37991619,14.39423275,8.46590519,9.486336708,7.554452419,9.636769295,7.071329117,8.736724854,9.742728233,-0.123866975,-0.209718123,1.070659876,0.636731744,2.11487937,0.646542251,0.753710032,1.872422576,1.450324535
1990M12,0.949979842,0.968735158,0.931231201,0.93258667,0.956448853,0.918699205,0.971742511,0.978773117,0.957493663,0.949164629,0.971347153,0.936153412,0.940213501,0.96187526,0.925148249,0.946285486,0.967779219,0.908365071,0.963568568,0.970843375,0.953316987,0.194314077,0.143814877,0.246828467,0.221623108,0.293211758,0.147177681,0.089729533,0.06659431,0.113787964,0.262873143,0.216394201,0.311206847,0.099732049,0.127699286,0.070648775,0.131728098,0.152285576,0.110350274,12.92611694,15.24935246,12.82416916,14.18205261,9.730481148,14.04099178,13.83488274,8.415398598,9.771425247,7.857591629,9.922408104,6.943888664,8.327952385,8.923985481,-0.125642702,-0.235736072,1.03990531,0.605901957,2.071730614,0.608603716,0.723086536,1.879652619,1.435090065
1991M1,0.940226495,0.96453315,0.914970756,0.922120631,0.959872842,0.897916198,0.974818885,0.981326997,0.95971334,0.915473342,0.955232322,0.891195714,0.921602011,0.946215212,0.904453218,0.940404892,0.955907583,0.912662923,0.965973973,0.973964512,0.95560509,0.197330609,0.153509364,0.245329231,0.221690714,0.298368543,0.137703359,0.093520388,0.070771039,0.118438378,0.248787418,0.20064792,0.301515967,0.105710737,0.131865934,0.077062227,0.132960126,0.144837201,0.119950838,13.25376892,15.62242794,13.12031174,14.58951664,9.959379196,13.98412895,14.16397762,8.635647774,9.888086319,7.613592148,9.967575073,7.047502995,9.221059799,9.593022346,-0.108086698,-0.204369962,1.095327735,0.68537724,2.373299837,0.654496312,0.72890085,1.874282837,1.32257688
1991M2,0.939557672,0.961260974,0.917359889,0.91364181,0.946023941,0.895026743,0.977838814,0.985102654,0.962190747,0.927609146,0.961523652,0.907126665,0.916460752,0.937839568,0.900997162,0.953057587,0.966624498,0.927422106,0.958795309,0.956117272,0.962306261,0.200204909,0.146273836,0.258004308,0.229427636,0.305145383,0.148278832,0.09159521,0.069107428,0.115695983,0.24500449,0.203422457,0.28956908,0.108281277,0.138825446,0.075546242,0.125486493,0.137225449,0.112905532,13.30284595,16.05057716,13.02425671,13.87846279,9.958611488,14.30784321,14.47426796,8.483932495,9.695091248,7.74595499,9.777336121,7.102886677,8.21084404,9.111453056,-0.114175335,-0.206542924,1.071727514,0.607608795,2.20552516,0.640163362,0.752889156,1.969430089,1.302578092
1991M3,0.938423634,0.960905969,0.915692806,0.916154265,0.955712378,0.891493082,0.974039555,0.981568873,0.958913922,0.912383795,0.949694157,0.888646722,0.92472285,0.941127181,0.91317302,0.938699782,0.958161652,0.903030932,0.959424078,0.962376297,0.955826044,0.193628028,0.150675833,0.239199072,0.226237282,0.295683563,0.152556822,0.090735763,0.071336627,0.111317679,0.254654944,0.208011076,0.304142743,0.108426586,0.139094979,0.075888328,0.126317382,0.135197952,0.116895363,13.26393318,15.97559452,12.91516399,13.36313915,9.982562065,14.08917713,14.82905483,8.664899826,9.911913872,7.912667751,10.20192909,7.142325878,8.790429115,9.493741035,-0.103867397,-0.218829781,1.060970783,0.668324709,2.056359053,0.67991066,0.725625336,1.944642782,1.227089405
1991M4,0.945343018,0.963042617,0.927303076,0.921753645,0.949095488,0.905731916,0.975393116,0.984529912,0.95565182,0.939222693,0.95778358,0.927441239,0.936819911,0.94894141,0.928520501,0.940223157,0.949001014,0.92305994,0.957681954,0.970608473,0.940387309,0.191812754,0.141910598,0.244634762,0.220290989,0.295604408,0.140570834,0.093771085,0.072206236,0.116597734,0.2596623,0.207885072,0.314469129,0.105040915,0.136414886,0.071831197,0.129421964,0.145978808,0.111896344,13.30410671,15.74531937,13.2083559,14.59708977,10.22037983,14.27396011,13.86157608,8.620266914,9.736754417,7.88970232,10.28381729,7.227921963,8.123217583,9.667750359,-0.10479974,-0.211933181,1.058511853,0.614033937,2.225929499,0.655511498,0.699746907,2.010223866,1.38092351
1991M5,0.942099869,0.960862339,0.92336297,0.931037068,0.961982667,0.91219008,0.968876958,0.974359095,0.958615363,0.93092674,0.958069742,0.915358365,0.92637974,0.938121021,0.918247879,0.93238157,0.950852215,0.897058725,0.961113274,0.977003396,0.939715922,0.194047883,0.148918197,0.240946397,0.226607293,0.291469306,0.159203053,0.092489928,0.068082705,0.117853776,0.252453774,0.205274954,0.301481724,0.105942108,0.13921161,0.071368627,0.128459007,0.147043213,0.109146416,13.23868847,16.27959824,13.0902195,13.24246979,9.70349884,14.05028152,14.30959702,8.676542282,9.943544388,8.032989502,9.941738129,7.257713795,8.591897964,9.475725174,-0.100963958,-0.215555295,1.039194345,0.642279506,1.9025594,0.600330055,0.707573771,2.027051926,1.400013566
1991M6,0.942616165,0.960028291,0.92569977,0.92677635,0.945786059,0.915326416,0.964711666,0.973224044,0.948610127,0.94723928,0.957999051,0.941050589,0.92678833,0.9549101,0.908295035,0.94737488,0.957051456,0.929586887,0.955912232,0.961642444,0.948211968,0.199674889,0.152622223,0.247083291,0.210387766,0.276643097,0.143631518,0.100379579,0.073861592,0.127098069,0.248516917,0.202405915,0.294976532,0.113026269,0.147348121,0.07844492,0.128014579,0.14711906,0.108765669,13.32109547,15.5514555,13.43304157,13.13755035,9.665146828,14.76250648,14.2395401,8.565291405,9.710118294,7.988832474,9.587221146,7.128194332,8.914139748,9.181451797,-0.109366618,-0.201737776,1.007560492,0.622365475,1.940623283,0.585532308,0.691364169,1.89256537,1.362850428
1991M7,0.941366732,0.956222951,0.925753534,0.931096435,0.950158417,0.918231428,0.957798719,0.965148211,0.942650795,0.933212757,0.951380253,0.922118187,0.931912482,0.942525268,0.924777508,0.94010061,0.958892465,0.900014937,0.956776798,0.964557767,0.945288956,0.189763591,0.149912611,0.233023554,0.213344708,0.278095543,0.143054873,0.09843462,0.07309667,0.125940055,0.258742899,0.202118486,0.320211172,0.111318849,0.148517057,0.070938595,0.128395304,0.14825964,0.106831729,13.51108646,16.16150093,13.49294472,13.61489391,10.01489353,14.39105797,14.32202148,8.632582664,9.999400139,8.190943718,9.882702827,7.261773109,8.33688736,9.126582146,-0.104410611,-0.193988338,1.085543156,0.698369801,2.110272169,0.630058408,0.685198843,2.272693157,1.506502032
1991M8,0.943391085,0.957865953,0.928959012,0.932735264,0.943045676,0.926335692,0.964999735,0.96974349,0.955386043,0.946127474,0.968831837,0.931790173,0.929598868,0.948147893,0.916921973,0.939234436,0.954086304,0.913541675,0.955053687,0.963371754,0.944227993,0.199650392,0.152503431,0.248120546,0.209505871,0.27809906,0.138987616,0.09567821,0.074808478,0.117133655,0.254849613,0.208172575,0.302836657,0.110637769,0.140493497,0.079944126,0.129678145,0.145922974,0.1129774,13.4321909,15.78454399,13.58160114,13.62365627,10.32179356,14.33451653,13.79661179,8.5126791,9.79988575,7.696247578,9.944351196,6.966034412,8.552820206,9.42243576,-0.11670544,-0.201235726,1.028065443,0.631884396,2.05704689,0.656583369,0.706701159,1.80671823,1.327861667
1991M9,0.942136288,0.962260365,0.922490776,0.929740608,0.960188448,0.912756443,0.967653751,0.974399388,0.954075336,0.937370062,0.95769918,0.925075412,0.927551925,0.947213709,0.915271819,0.934513211,0.953494966,0.896948218,0.956642807,0.971156955,0.937794566,0.193705529,0.14197731,0.246380553,0.221581459,0.295459837,0.146350861,0.095848672,0.073146597,0.118966267,0.247613341,0.192679271,0.303552896,0.108839139,0.146218851,0.070775248,0.132411867,0.150518134,0.113974191,13.58901978,16.42013359,13.44124794,13.31432247,10.12198925,14.50229645,14.59407711,8.720609665,9.872024536,8.084939003,9.80634594,7.450390339,8.570398331,9.408063889,-0.095406927,-0.188132793,1.018303275,0.586799383,2.055797577,0.626105368,0.646364868,2.103774071,1.34480536
1991M10,0.945790708,0.958928287,0.931836188,0.933453202,0.948385477,0.924268425,0.97192812,0.978306472,0.958394647,0.945205808,0.956418872,0.938026547,0.932602584,0.94372499,0.924425125,0.936059058,0.948739052,0.90929234,0.9556306,0.964800775,0.943010271,0.189668193,0.140529156,0.243380472,0.224116698,0.29359588,0.148171261,0.094623834,0.071564853,0.119828857,0.258381724,0.212134808,0.308932722,0.10675291,0.140586376,0.069770642,0.126456648,0.141588926,0.109916039,13.539464,16.21261597,13.41158104,14.37792873,10.29674721,14.41482258,14.42210293,8.612160683,10.00333595,7.809623241,9.820930481,7.148335934,8.750313759,9.384268761,-0.106182955,-0.191126093,1.093067527,0.631142855,2.165873051,0.652807832,0.750576556,2.202508211,1.408040643
1991M11,0.944239199,0.961517632,0.925830185,0.92762655,0.941456676,0.919033766,0.966068268,0.97957027,0.935477078,0.926759779,0.954793692,0.909718931,0.940332592,0.954438806,0.929601789,0.939510047,0.954082251,0.913603425,0.958172143,0.965123773,0.948267996,0.192628264,0.142625466,0.247956559,0.228742197,0.306343436,0.142876089,0.099058546,0.073451526,0.127392828,0.254887342,0.212793112,0.301464796,0.105174378,0.130132765,0.077557825,0.119509272,0.134653687,0.102751911,13.34950256,15.88612461,13.3006773,14.72191715,9.660193443,14.53291893,14.49303436,8.784870148,9.618391991,8.363610268,10.20283794,7.586783409,8.424003601,9.489131927,-0.104211263,-0.205445603,1.106504083,0.636464894,2.372477055,0.637982607,0.781041265,1.856581569,1.450044632
1991M12,0.941390336,0.960156381,0.922055244,0.928116322,0.96416533,0.905787766,0.968082845,0.978316128,0.946469843,0.922805548,0.937808037,0.913370311,0.929630399,0.944811642,0.919191062,0.936074257,0.948281288,0.910630465,0.960044682,0.96504879,0.95340997,0.196450651,0.150811777,0.24541676,0.221724227,0.293802172,0.144391567,0.088204734,0.066865854,0.111099288,0.263421148,0.210760623,0.319920778,0.106255241,0.140540913,0.069470033,0.123943999,0.137218654,0.109701581,13.20540905,15.81660652,13.30015469,14.01600933,9.72500515,14.19904709,13.87536526,8.782867432,10.16292191,8.049548149,10.01346779,7.293256283,8.880663872,9.639054298,-0.089792646,-0.216683701,1.072903156,0.659312904,2.183100462,0.645734012,0.706817985,2.170530081,1.342025638
1992M1,0.932755589,0.95746994,0.906821251,0.918462157,0.946690202,0.901931643,0.96813482,0.975276053,0.952426553,0.920246184,0.953501463,0.898086727,0.906885684,0.934197783,0.888098121,0.934362948,0.953310966,0.89698416,0.95015043,0.96838975,0.925073802,0.186260074,0.134900615,0.243164837,0.238917381,0.314795017,0.154847234,0.090955287,0.071699284,0.11229036,0.251309812,0.200726837,0.307354271,0.101557404,0.130820811,0.069134422,0.131000027,0.147057444,0.11320889,13.74277306,16.21666336,13.9788065,14.3751297,9.74448204,14.96728611,14.85894871,8.784471512,9.873440742,7.952799797,10.33157635,7.303202629,8.965644836,10.12065125,-0.090321317,-0.189046115,1.107970119,0.614668906,2.252435923,0.707457602,0.723592818,2.096575499,1.439244509
1992M2,0.931964338,0.954891801,0.907507241,0.906187773,0.934715033,0.88805753,0.967973292,0.983550012,0.935127318,0.919087768,0.929711521,0.912853181,0.914902091,0.931769133,0.902281106,0.924339235,0.953015924,0.86263293,0.957928479,0.964104295,0.94940877,0.192178249,0.145654812,0.244396731,0.235626146,0.307091266,0.155412793,0.094837457,0.067087434,0.12598443,0.248430073,0.204768717,0.297436118,0.100191258,0.133357942,0.062964551,0.128736824,0.142039821,0.113805398,13.62814331,15.98449802,13.17725563,14.86337185,9.874284744,16.18574905,14.60497761,8.744838715,10.163064,7.652812481,10.18144989,7.226467609,9.327651978,9.389719009,-0.094627097,-0.195774168,1.122412324,0.668931842,2.217854977,0.597691059,0.772720277,2.377251863,1.400875926
1992M3,0.93472147,0.961501896,0.905296206,0.926139832,0.960393071,0.903115332,0.965267122,0.980757236,0.932143807,0.917676449,0.957810819,0.892350972,0.911316991,0.947983325,0.884391069,0.930038154,0.945973694,0.898866355,0.953186512,0.957420647,0.947191894,0.186404705,0.144286677,0.235555455,0.24233374,0.311528414,0.161585227,0.088089414,0.066052422,0.113806061,0.244042099,0.19959718,0.295908242,0.109396897,0.136725157,0.077505469,0.12973313,0.141810149,0.115639545,13.69032574,16.65440178,13.51559353,14.40362358,10.22749138,14.55919647,14.52602577,8.818932533,10.00688267,7.659580708,10.1605444,7.391331673,9.196979523,10.15617371,-0.090065598,-0.187215164,1.166976094,0.714817226,2.249872923,0.677306592,0.787153244,2.058628798,1.431076765
1992M4,0.939108074,0.957393885,0.919981837,0.923567057,0.951069713,0.907933116,0.975233197,0.978992701,0.966925263,0.951197088,0.965681911,0.942522049,0.914944232,0.937606156,0.898764491,0.930257201,0.943488538,0.904198587,0.9483549,0.958040655,0.9345119,0.186552167,0.133590326,0.244200826,0.228299111,0.302732706,0.147278577,0.093357556,0.068116859,0.120831922,0.254239529,0.208233148,0.304317206,0.109311745,0.141084015,0.074727818,0.128239885,0.146242961,0.108643644,13.50168705,15.81915951,13.21331501,14.22320843,10.31752682,15.02607918,14.73311615,8.929270744,10.01508236,8.230766296,10.28130436,7.603850842,9.168467522,9.521805763,-0.071847759,-0.191703901,1.088494301,0.595461965,2.237411737,0.613619447,0.744816899,2.055046797,1.465199709
