"Variables ->","employment_ratio_adj","employment_ratio_industry_1_adj","employment_ratio_industry_2_adj","employment_ratio_industry_3_adj","employment_ratio_industry_4_adj","employment_ratio_industry_5_adj","employment_ratio_industry_6_adj","hrlwage_ed_industry_1","hrlwage_ed_industry_2","hrlwage_ed_industry_3","hrlwage_ed_industry_4","hrlwage_ed_industry_5","hrlwage_ed_industry_6","hrlwage_noed_industry_1","hrlwage_noed_industry_2","hrlwage_noed_industry_3","hrlwage_noed_industry_4","hrlwage_noed_industry_5","hrlwage_noed_industry_6","employment_rate_1_ed","employment_rate_2_ed","employment_rate_3_ed","employment_rate_4_ed","employment_rate_5_ed","employment_rate_6_ed","employment_rate_1_noed","employment_rate_2_noed","employment_rate_3_noed","employment_rate_4_noed","employment_rate_5_noed","employment_rate_6_noed","employment_rate_ed_any_ind","employment_rate_noed_any_ind","hrlwage_ed_any_industry","hrlwage_noed_any_industry","uhat_education_skilled","uhat_education_unskilled"
"1988M11",0.98765583,0.55826651,2.15914134,0.53090759,0.70216182,1.84177786,1.27809162,13.58560709,11.41990434,12.08517713,8.55883260,12.44644173,12.25746399,9.02826223,7.12564255,8.86469656,6.34624867,7.64523252,8.52830255,0.95510124,0.98389627,0.97485309,0.96205723,0.97173299,0.96883590,0.93620419,0.95371646,0.93376645,0.93640987,0.92310921,0.95019964,0.97079623,0.93900882,11.48074101,7.81793673,-0.32188159,-0.19146837
"1988M12",0.97229204,0.56782634,2.13534820,0.68595277,0.67210615,1.73916096,1.17580558,13.95037692,11.55522628,11.56514507,8.23882608,11.83325873,11.85560599,8.68167590,6.94659521,8.91459542,6.56267062,7.78495980,8.26020005,0.95706217,0.98088411,0.96823336,0.95413362,0.96147493,0.97275556,0.93771029,0.94697095,0.93933781,0.93645202,0.92408091,0.96404266,0.96654796,0.94109997,11.37537640,7.73157886,-0.32973656,-0.19972072
"1989M01",0.98943231,0.57964041,2.15343955,0.62871664,0.65631909,1.98366739,1.20455708,14.54856116,11.96938944,12.56556492,8.74896976,12.30513238,12.38453025,9.05117208,7.23360413,9.53053255,6.55459778,7.81425904,8.34027888,0.97758459,0.97825616,0.96855616,0.95315093,0.97012458,0.96336303,0.93925340,0.96063933,0.94057509,0.93397027,0.91567341,0.96337039,0.96951173,0.94313613,11.86169095,7.92849497,-0.30294286,-0.18139092
"1989M02",0.97444251,0.56940354,2.08710187,0.59692909,0.64974990,1.89894975,1.25075235,14.09710501,11.72196616,12.41903813,8.88459520,12.36150625,13.00819727,9.21705937,7.47295162,9.38323053,6.47073628,7.63361225,9.15174448,0.96606222,0.98223570,0.96606244,0.97788490,0.97078714,0.98701446,0.94106785,0.96240613,0.93642495,0.93557813,0.92990597,0.95291002,0.97591827,0.94215241,11.87664530,8.07074985,-0.29719288,-0.17284974
"1989M03",0.97145399,0.53392186,2.27436161,0.59506670,0.65131781,1.74045855,1.19945951,14.38468624,11.86624488,12.40671319,9.10557277,13.01563009,12.07393271,9.08446943,7.09482463,9.03139188,6.52209068,7.67206002,8.52933271,0.96953263,0.98266252,0.97578910,0.95959146,0.96687112,0.97468536,0.94399237,0.95783985,0.94460043,0.94097146,0.93750209,0.96213855,0.97155691,0.94662539,11.94890663,7.85948668,-0.28584230,-0.18861763
"1989M04",0.98246281,0.61470414,2.00819981,0.62946327,0.65686535,1.72052968,1.21359103,14.58767191,11.94926655,12.62474727,8.95554826,12.69773618,13.50933243,9.18857311,7.45270330,9.46813013,6.76869664,7.55009782,8.66417453,0.96137522,0.97260840,0.97039397,0.95653608,0.96944758,0.97533316,0.95269361,0.95876749,0.94250166,0.93779647,0.93447936,0.93632552,0.96870917,0.94305944,12.17129999,8.05669738,-0.28313524,-0.17491256
"1989M05",0.98471778,0.59695312,2.20800893,0.52872664,0.65121859,1.85070965,1.27975935,14.74844523,11.94950684,12.57419708,9.26551198,12.74351112,12.33757240,9.33277528,7.19669810,9.03718152,6.64960120,8.07019070,9.31517286,0.96432313,0.98020331,0.96516565,0.96741650,0.98324820,0.97058593,0.93347347,0.95681491,0.93578126,0.93361841,0.93724191,0.95613591,0.97282088,0.93948982,12.10291941,8.10894635,-0.28317257,-0.16472064
"1989M06",1.00312029,0.56212586,2.18249354,0.63262742,0.67008804,2.24908473,1.26364424,14.86351505,12.08547759,13.04740803,9.34253897,13.14391272,13.78070738,9.36374667,7.35760486,9.42051379,6.62386214,7.57126284,9.13368188,0.96393615,0.97918980,0.96762728,0.96384724,0.97592365,0.96611516,0.92601307,0.96241448,0.93619142,0.93007571,0.94518061,0.96283148,0.96984687,0.93898961,12.42406472,8.12895983,-0.26575013,-0.16649541
"1989M07",1.01458323,0.60832205,2.21546034,0.60638967,0.67220225,1.87002786,1.33326254,14.61821531,12.30248984,12.96099879,9.03352447,12.81648029,13.02323074,9.24798111,7.31997741,9.53206686,6.73039007,8.31321207,8.71382264,0.97961308,0.97971195,0.97061998,0.96552142,0.97313755,0.97813297,0.94208040,0.94444995,0.93059376,0.92581837,0.92932244,0.95764112,0.97480963,0.93728736,12.29598063,8.16215698,-0.26820768,-0.16431829
"1989M08",1.00608178,0.60546431,2.17706718,0.61391057,0.67048985,1.97556920,1.26582898,15.04611601,12.22359626,13.67795730,9.24988786,13.85911791,12.83430840,9.36566285,7.21687481,9.48940288,6.60050568,7.67791979,8.61251506,0.95833465,0.98200964,0.96945849,0.96017968,0.97201048,0.97402256,0.94139109,0.96169933,0.94514882,0.93404206,0.89897819,0.96265392,0.97021239,0.94201023,12.47355863,8.01882530,-0.26434458,-0.16243995
"1989M09",1.01013428,0.60400766,2.11785814,0.68198005,0.66856091,1.85177381,1.35724274,14.87570173,12.49510364,13.44779490,9.46657007,13.07555604,13.02631238,9.42897812,7.11192873,9.55431294,6.75236863,8.79669730,9.04767414,0.95958856,0.97663594,0.96422526,0.95529185,0.97170262,0.96805041,0.93810197,0.95902724,0.94067510,0.93841462,0.92934928,0.96323151,0.96747902,0.94131383,12.51958704,8.19853383,-0.26176860,-0.15624229
"1989M10",1.02776375,0.63664247,2.12016304,0.61594829,0.67016333,2.02347347,1.34614218,15.26310772,12.26265760,12.90831922,9.42274407,13.24726631,13.62265069,9.47831232,7.25964900,9.67985453,6.81134797,8.14937282,8.99976458,0.96513634,0.97987920,0.95729985,0.95906764,0.96885270,0.97719819,0.93921010,0.95233546,0.92716195,0.93649224,0.91106823,0.95568117,0.97010378,0.93850523,12.63747824,8.22432401,-0.25348003,-0.15374498
"1989M11",0.99837788,0.62281946,2.11951325,0.56780501,0.63240235,1.87062166,1.26313986,15.21633183,12.53235152,12.97426093,9.37777224,12.39161796,13.65592821,9.53498368,7.43688024,9.34636338,6.69404084,8.38531515,8.61884925,0.96726734,0.97679592,0.96223551,0.95125845,0.96318808,0.97289021,0.94006899,0.96062178,0.93298028,0.92955397,0.94255073,0.95817891,0.96739482,0.94087394,12.56507128,8.15490842,-0.25617057,-0.15161810
"1989M12",0.97430711,0.54011297,2.11121234,0.60206099,0.66289758,1.81750626,1.35140621,15.32589279,12.34791379,13.85893290,9.94535315,13.19288210,13.53500229,9.58750489,7.32156163,9.58005468,6.74754312,7.91136976,9.04326442,0.96446523,0.98016535,0.95426714,0.95569182,0.97289039,0.97694350,0.93727809,0.96630335,0.93809234,0.91824114,0.92516178,0.95761119,0.96930748,0.93738300,12.74877794,8.26433293,-0.25023582,-0.14873826
"1990M01",1.05360641,0.66485534,2.25700784,0.62218233,0.69527523,1.89711512,1.45508752,15.05535618,12.49321559,12.81915578,9.55528848,13.14846820,13.38671016,9.50492851,7.35818335,9.71235819,6.75637539,7.92645838,8.87262625,0.95219806,0.98194366,0.96250738,0.95777490,0.97836582,0.97485405,0.91814047,0.96269031,0.94094949,0.94048255,0.92693641,0.95225156,0.96967680,0.93934530,12.51333723,8.19033210,-0.25884434,-0.15198081
"1990M02",1.00821472,0.61114790,2.04460001,0.65229628,0.67670386,1.90026006,1.28833129,15.91305919,12.85804051,13.97129316,9.45350459,13.23371376,13.96951072,9.33765535,7.58259085,9.59909576,6.76784056,8.13380400,9.23499089,0.96602104,0.97967423,0.97620002,0.95446775,0.96926998,0.97738354,0.93654016,0.95704904,0.94052061,0.93810448,0.92399287,0.96267433,0.96983125,0.94222510,12.97775283,8.25786409,-0.23345569,-0.14221231
"1990M03",1.01709346,0.60808104,1.96798474,0.63935736,0.67767720,2.05992802,1.33372403,14.96158299,12.85496788,13.45031698,9.46570548,14.85652489,13.76305779,9.67911015,7.57820761,9.54468132,6.74769843,7.88343000,8.99859918,0.97036741,0.97793460,0.96316447,0.95076922,0.97283604,0.97730003,0.93189843,0.96347113,0.94689730,0.92857701,0.94234879,0.96215157,0.96842171,0.94182863,12.95911421,8.24040827,-0.24236178,-0.14284263
"1990M04",1.02158402,0.58724043,2.14825851,0.62030912,0.66663919,1.94520851,1.42706244,15.25913633,12.55529872,14.02131613,9.74347576,14.63262962,13.32544070,9.46753190,7.63708206,10.19313031,6.67644963,8.30216974,9.24188936,0.95576769,0.97795073,0.96113151,0.95204737,0.96520232,0.97428349,0.93723390,0.95831856,0.93685149,0.92933064,0.90074075,0.96923639,0.96683008,0.93646911,12.88310521,8.30906138,-0.23745707,-0.13951596
"1990M05",1.03703999,0.62200941,2.27429615,0.61002955,0.68903972,1.90661125,1.34493727,15.23162391,12.53089355,13.77799238,9.44791535,13.97854402,13.76811290,9.36836351,7.55376354,9.61779176,6.87696372,7.89275207,9.37706725,0.96260548,0.97942994,0.97193826,0.96165927,0.95982103,0.97872607,0.93172300,0.95722095,0.95669136,0.93063216,0.94270966,0.96555174,0.96888230,0.94197729,12.85249947,8.26927338,-0.23715212,-0.14661413
"1990M06",1.04119526,0.61193660,2.08277802,0.65589399,0.68779492,2.08435330,1.41014116,15.75058805,12.94418182,13.85916596,9.80188689,13.62790573,13.99028695,9.36978136,7.57715182,9.30904458,6.87723072,9.06328135,9.14298841,0.96517130,0.98082719,0.96898531,0.95253164,0.96773446,0.97357514,0.94665678,0.95543429,0.93308210,0.93075557,0.91837281,0.96343615,0.96849717,0.94156614,13.07240054,8.31839627,-0.21689168,-0.14011225
"1990M07",1.01630884,0.58640813,2.05810180,0.62781293,0.67957158,2.00686772,1.31775986,15.52479171,12.76957110,13.81902636,9.67548167,13.05013491,14.23361685,9.55057762,7.62143664,9.53863620,6.82764140,8.21313214,9.42130584,0.96366699,0.97805526,0.96854365,0.94650122,0.95644703,0.96951960,0.93816050,0.96491760,0.93715105,0.92694888,0.92085884,0.96645983,0.96423016,0.94036129,12.91408891,8.35215581,-0.23529143,-0.13060552
"1990M08",1.02072334,0.61375830,2.13495250,0.61614887,0.66481312,2.00231884,1.31872944,15.29913464,12.83131667,13.20344855,9.96379008,13.95758998,14.49057785,9.33031222,8.39165287,9.42216883,6.86691641,8.26836646,9.40100928,0.95944172,0.97587544,0.97089328,0.95205638,0.96607021,0.97917172,0.92980250,0.94887318,0.94183775,0.93124627,0.91299745,0.96918477,0.96707569,0.93808079,13.08663075,8.35652617,-0.22335126,-0.13330783
"1990M09",1.01372686,0.62337055,2.09176474,0.60062542,0.69056053,1.74693337,1.29959982,15.48442346,12.66333691,13.40433869,10.51277923,13.20839702,14.05160664,9.56884978,7.71104981,9.37469838,6.96817809,8.29639586,9.52532385,0.96131495,0.97997545,0.96176282,0.94839441,0.94962794,0.97781262,0.92796322,0.95746487,0.93396216,0.92350418,0.93038923,0.96564149,0.96572261,0.93376250,13.03461606,8.39284678,-0.22728700,-0.13701344
"1990M10",1.03386580,0.63265530,2.12230394,0.61866084,0.67946157,1.94304538,1.38606474,15.62759982,13.04696700,13.71485379,9.51059542,13.86853788,13.99440174,9.45109194,7.61389242,9.39863983,7.22241080,8.10343161,9.15380948,0.96816328,0.97786213,0.96638689,0.95817908,0.97250185,0.97760742,0.92255506,0.94603223,0.93731894,0.92241461,0.92668005,0.96271109,0.97120376,0.93172027,13.11370243,8.36671370,-0.22459771,-0.13246971
"1990M11",1.03345659,0.62832884,1.95322819,0.63129638,0.71444578,1.85266354,1.40104227,16.30044199,13.06139454,13.63531317,10.00150491,14.24885599,14.36757351,9.64962764,7.60529980,9.68864818,7.06531221,8.59538598,9.78536853,0.95351371,0.97819461,0.95816658,0.95246576,0.94858943,0.97050450,0.92343688,0.95767536,0.94415058,0.91289452,0.91607107,0.95533045,0.96286442,0.93036116,13.35433803,8.50268998,-0.20518889,-0.12036789
"1990M12",1.03190996,0.60213380,2.05950155,0.60164472,0.69938600,1.95718637,1.49877684,15.34344185,13.08930488,14.07847839,10.00147769,14.28946161,14.06269195,9.61749365,7.84247138,9.93571388,6.99071392,8.34260436,9.02167434,0.95479732,0.97607870,0.96953892,0.95686900,0.96524490,0.96901042,0.91938790,0.95368194,0.93707991,0.91900235,0.90487144,0.94945170,0.96588170,0.92902789,13.20568000,8.41012712,-0.21782861,-0.12692773
"1991M01",1.08601437,0.70115093,2.36631790,0.62379452,0.72286083,1.87353528,1.33150575,15.54511424,13.14083310,14.39892574,9.98459845,14.04817729,14.13607637,9.85872903,7.76782826,9.74592637,7.04422412,9.21472733,9.38919405,0.95763738,0.97990527,0.96044118,0.95370204,0.95835292,0.97107307,0.90638373,0.95779089,0.90629291,0.91354999,0.92569395,0.95897244,0.96628091,0.92444280,13.17021530,8.62073722,-0.20841973,-0.11015366
"1991M02",1.05932503,0.61202454,2.18218972,0.63629066,0.74781706,1.87223756,1.34062342,16.04202400,12.96872962,13.33639918,10.04134507,14.41430159,14.09270293,9.71075944,7.83915076,9.63358612,7.14873172,7.93655778,9.16741574,0.95138680,0.98070087,0.97900823,0.94573627,0.96358814,0.95710085,0.90824128,0.96242383,0.91928255,0.90948075,0.93454641,0.95953525,0.96313275,0.92533955,13.19153683,8.50251058,-0.21066397,-0.11423739
"1991M03",1.03389342,0.65036495,2.03226315,0.65546244,0.70285317,1.94987393,1.23819874,15.76494716,12.96002639,13.36378671,9.85448966,14.04665235,14.53253605,9.93518764,8.01050356,10.17069540,7.10712272,8.63313348,9.26838593,0.95484783,0.97653223,0.94865376,0.94497322,0.95720836,0.96528310,0.89894813,0.95249939,0.90824750,0.91872647,0.90965490,0.95045336,0.95942996,0.92108439,13.17458616,8.59943279,-0.22040218,-0.10847731
"1991M04",1.05650565,0.61508571,2.19717569,0.63615924,0.71575857,2.01740040,1.37220249,15.88010251,13.45361958,14.09717838,10.07099949,14.11744600,14.02675393,9.78033455,7.72544648,9.96603732,7.12498184,8.19012771,9.67837404,0.94980808,0.97848538,0.95450679,0.95062331,0.95254480,0.96960813,0.90532703,0.95585305,0.92773896,0.92653778,0.91870583,0.94631673,0.96227252,0.92500283,13.33082444,8.56847726,-0.21083233,-0.10837333
"1991M05",1.07444587,0.64781420,2.07033191,0.63881174,0.73426213,2.17513428,1.40357323,15.97137012,13.15840550,13.41581453,9.75512416,13.96006911,14.14469029,9.87898415,7.91450696,9.97401091,7.21766733,8.59901838,9.35789148,0.96599309,0.97428740,0.95735801,0.94051333,0.95591181,0.97371426,0.90917933,0.95578442,0.90786213,0.91575426,0.89647860,0.93935195,0.96067298,0.91989347,13.24405141,8.65382720,-0.21337393,-0.10307069
"1991M06",1.02959291,0.64031209,2.01275876,0.60436782,0.70038036,1.89794077,1.35585932,15.60139300,13.23503536,13.67814898,9.62928985,14.50733170,14.39535398,9.72446385,8.00048219,9.87065637,7.12345541,8.95535113,9.12564921,0.94585792,0.97885605,0.95570320,0.95375545,0.95739196,0.96427003,0.91089418,0.95240341,0.92548112,0.90968304,0.91862084,0.94424528,0.96135999,0.92307950,13.23292685,8.58768380,-0.20766662,-0.10909732
"1991M07",1.06958442,0.66585083,2.09854243,0.63284842,0.66061069,2.17544723,1.43736923,16.20728454,13.37154455,13.88026437,10.11093321,14.61870632,14.31937841,9.99101846,8.14058607,9.77305058,7.29268955,8.47845499,9.43915557,0.94901146,0.97509323,0.94779588,0.94132914,0.95872874,0.96652974,0.91487819,0.94925011,0.92002494,0.92078109,0.90405825,0.94340796,0.95881399,0.92439695,13.51801271,8.68338897,-0.19350893,-0.10314875
"1991M08",1.06727358,0.63781562,2.08778197,0.64468067,0.74071339,1.87769464,1.40328572,16.10004355,13.37919556,14.05805517,10.14268282,14.54150992,14.21079105,9.79575147,7.66557879,10.03275203,7.06599987,8.69849912,9.51859530,0.94362222,0.97718695,0.95781592,0.94730538,0.95521152,0.96404705,0.92164267,0.95667758,0.92291993,0.91451044,0.90475000,0.94578717,0.95916779,0.92634360,13.49631955,8.52809571,-0.20047051,-0.11335060
"1991M09",1.05599349,0.60168843,2.10451978,0.66506384,0.68817855,2.14581669,1.35287173,16.47960589,13.23901978,13.46263237,10.01167340,14.44169583,14.50752926,9.85976840,7.99856764,10.08727189,7.34988958,8.70580369,9.31752752,0.95426871,0.97634223,0.95858759,0.94476776,0.95344700,0.96941356,0.90759760,0.95632756,0.91908446,0.91378902,0.90238679,0.93683936,0.96255145,0.91936066,13.51791506,8.69642159,-0.19588166,-0.09507969
"1991M10",1.07470971,0.62797707,2.10888393,0.65808455,0.74474199,2.09601238,1.34568148,16.00038286,13.41873520,14.21620430,10.13703191,14.32926762,14.44483482,10.03057961,7.88540081,9.88513726,7.21083757,8.83808168,9.53318197,0.94767356,0.97698459,0.95811069,0.93994001,0.94855437,0.96263032,0.91891785,0.95802298,0.92598581,0.91882024,0.90441374,0.94574937,0.95790838,0.92675977,13.49472216,8.65474931,-0.19481037,-0.10094413
"1991M11",1.06807226,0.62653547,2.20228781,0.62587480,0.74543024,1.80452914,1.40376159,16.02573312,13.44764974,14.65896155,9.85368901,14.41300740,14.45833727,9.76094852,8.36131815,10.21798853,7.59637101,8.33399757,9.53849125,0.94420256,0.97551507,0.95669522,0.94601626,0.94931114,0.96884622,0.91583605,0.93425837,0.91134938,0.92822735,0.91036861,0.95300075,0.95907026,0.92526794,13.45076265,8.81382184,-0.20075079,-0.10128066
"1991M12",1.06410814,0.65487194,2.17586983,0.64123641,0.68315221,2.26457763,1.40511304,15.91419854,13.55883187,13.92047969,10.01042745,14.38859846,14.13004984,10.02440228,8.01171865,10.03174896,7.35451646,8.82442855,9.65652670,0.96275155,0.97556655,0.93356688,0.94127898,0.94530076,0.96332771,0.90673761,0.94300237,0.91561321,0.91169272,0.90668564,0.94885266,0.95748488,0.91915191,13.51439461,8.76807111,-0.19873308,-0.09177188
"1992M01",1.10911653,0.63805084,2.26340308,0.68699673,0.72549485,2.09092108,1.45357075,16.02795886,13.97476781,14.11361740,9.76738703,15.02099577,14.80687779,9.84217716,8.13537784,10.06847824,7.31719001,8.95741332,9.86576618,0.94316163,0.97311990,0.95810586,0.94199628,0.95555271,0.96613069,0.90958026,0.95176379,0.91397709,0.89809922,0.91090907,0.92874882,0.95905267,0.91648980,13.61190265,8.77496559,-0.19502934,-0.09293986
"1992M02",1.10234637,0.67095611,2.17885202,0.59294261,0.75990241,2.25211448,1.43988613,16.04567357,13.11401677,14.34819032,9.95387439,16.29459625,14.21881872,10.16834903,7.75537294,10.10682451,7.25779921,8.99603912,9.44330671,0.94083238,0.97987345,0.94513900,0.93785434,0.94935287,0.96500124,0.89996828,0.93484065,0.92465283,0.91170944,0.87036057,0.94710208,0.95668571,0.91580768,13.52559760,8.75785663,-0.19843833,-0.09427245
"1992M03",1.12650462,0.69248742,2.21166837,0.65364595,0.75761458,2.05843820,1.41744477,16.45783957,13.66003863,14.26118101,10.10526360,14.52183696,14.23677182,10.01870127,7.79064763,10.12704948,7.32488017,9.02321246,9.86700397,0.95859565,0.97521266,0.95715700,0.95018472,0.94568233,0.95955978,0.91043579,0.92640917,0.91489342,0.89014386,0.90361205,0.94149411,0.95956958,0.91083096,13.63008536,8.75207568,-0.18750144,-0.09359938
"1992M04",1.08410000,0.59291110,2.21712545,0.59400680,0.76301764,2.03408417,1.44912611,15.93431485,13.41175649,13.93480994,10.22618945,14.85768452,14.88134050,10.08163949,8.10521635,10.06728647,7.50341574,9.27001641,9.62411758,0.95199020,0.97338923,0.96243576,0.93880966,0.94661995,0.95658684,0.90814630,0.96704924,0.94219833,0.89777818,0.90020871,0.94152409,0.95611094,0.91841541,13.52844312,8.91665129,-0.19105916,-0.07387466
"1992M05",1.09687977,0.63829931,2.24321394,0.61336459,0.75446805,2.29619661,1.42780884,16.30243745,13.55755625,15.05027723,10.66896961,14.28071036,14.92400246,10.00337263,8.05191960,10.20501898,7.29072823,8.89385700,9.31036319,0.94924064,0.97803559,0.94870018,0.94022240,0.94492209,0.96203904,0.91486420,0.94365364,0.91891079,0.90366473,0.88618638,0.94586228,0.95513581,0.91687686,13.81288652,8.77877360,-0.18675918,-0.08502293
"1992M06",1.09398586,0.64175782,2.20625990,0.67449479,0.73301417,2.13459443,1.35014575,15.92576712,13.38054074,13.74222581,9.64374970,15.01154914,14.72083943,10.01919979,7.86128100,10.31709843,7.33580909,8.32433009,9.65546289,0.94661024,0.97531537,0.95818417,0.94244289,0.94275784,0.96165076,0.89459161,0.95413606,0.89251305,0.90518396,0.89402445,0.94623321,0.95633108,0.91222767,13.37100962,8.73935884,-0.20789116,-0.09349727
"1992M07",1.11750799,0.65470712,2.19966455,0.68871366,0.74514580,2.18630083,1.40290839,16.45083189,13.41504878,14.46294687,10.50885002,16.13307973,14.40120948,10.11772192,8.18887355,10.25351656,7.28469403,8.81351370,9.35980685,0.94313336,0.97734985,0.95538454,0.94274805,0.95588826,0.95791638,0.90631371,0.95186079,0.91023153,0.90382090,0.90130980,0.94953496,0.95774975,0.91631048,13.79129597,8.78540018,-0.18581944,-0.09206063
"1992M08",1.13056782,0.65009484,2.38917892,0.70103784,0.74413881,2.24490684,1.40701724,16.26732612,13.72567374,13.72141817,10.34171432,14.37963505,14.20154793,10.32653814,8.18196634,10.12221607,7.54983553,8.38354951,9.79803183,0.94775100,0.97328840,0.94653326,0.94026034,0.96217980,0.95852314,0.90135461,0.95230972,0.90567831,0.88524203,0.89991706,0.95495295,0.95704215,0.90922148,13.59196646,8.89443186,-0.19351348,-0.07703963
"1992M09",1.12421957,0.65342291,2.37960288,0.62365548,0.73894504,2.17104088,1.44541092,16.36289628,13.99395472,15.49857765,9.93139361,15.40393416,14.71760855,10.19850160,8.21866340,10.06126603,7.38714541,8.64180236,9.66975810,0.94081018,0.97629671,0.93796326,0.94465266,0.93951714,0.96135271,0.91392627,0.93980574,0.92879786,0.90002498,0.89601839,0.92000021,0.95637398,0.91333347,13.94379947,9.11923931,-0.17589270,-0.08748139
"1992M10",1.10156549,0.63647995,2.11212450,0.69582505,0.73871989,2.11305255,1.42421911,15.71530902,13.88661555,13.57811386,10.15837616,15.41468417,14.28092001,9.92959564,8.06586093,10.09781163,7.34277051,9.57971302,9.50688909,0.93694048,0.96943625,0.95166004,0.94662591,0.95328556,0.95806436,0.90045619,0.95062298,0.91891673,0.89905536,0.90991971,0.93689821,0.95530645,0.91361574,13.67783132,8.75107078,-0.18871653,-0.09227719
"1992M11",1.16507727,0.66615525,2.38895592,0.73544733,0.75149300,2.25600755,1.51645067,16.44206078,13.91726068,13.87167466,10.11330592,14.90384958,14.52013046,10.08036699,8.09867816,9.87984234,7.36054575,8.54252040,9.29926851,0.94219431,0.97757901,0.93773366,0.94530984,0.95509752,0.96616613,0.91060862,0.94387256,0.88463407,0.91268326,0.89416489,0.92283184,0.95822561,0.91384114,13.76761026,8.71366710,-0.18211665,-0.09297236
"1992M12",1.13845111,0.68335551,2.42034230,0.69883616,0.75112257,2.12761976,1.45971487,16.47845067,13.50990502,13.84885979,10.03169317,14.96047952,14.59894575,10.19400017,8.14982730,9.82195004,7.51629010,8.83607962,10.49051966,0.94380262,0.97359036,0.95349023,0.93694195,0.95294912,0.95070643,0.91261563,0.94030796,0.92600622,0.90768732,0.90381822,0.94130410,0.95419069,0.91876047,13.68515657,8.96948128,-0.18531103,-0.08016628
"1993M01",1.13888907,0.65753836,2.28609547,0.67090453,0.78485486,2.31169017,1.44045468,16.72309266,13.89933842,13.90845335,10.62888786,14.82666915,15.51272529,9.96161850,8.24701861,9.96371243,7.38264210,8.99452649,9.45341671,0.92043908,0.96389528,0.97403294,0.95486988,0.93594971,0.96517396,0.91878746,0.94467435,0.92851829,0.91129136,0.86770495,0.94743121,0.95374062,0.92210618,13.88538838,8.80439688,-0.17435038,-0.08700102
"1993M02",1.14037743,0.65823885,2.37450545,0.71994976,0.76282723,2.04168384,1.48293083,16.22306348,14.04907652,14.44654122,10.14754658,14.88462947,15.00792084,10.00822952,8.39420900,10.47259660,7.42352682,9.44194838,9.77250900,0.94396180,0.96880593,0.95074721,0.94347925,0.94714478,0.96253931,0.91455944,0.94789757,0.92768947,0.90816206,0.89652518,0.93611963,0.95496463,0.92161187,13.81900968,8.94717469,-0.18214070,-0.07734747
"1993M03",1.18153239,0.67260083,2.45833052,0.70982962,0.77314453,2.35788311,1.50279592,16.51044180,13.88987021,14.11380855,10.17168443,14.85139061,14.92883946,9.97047218,9.82539001,10.05660991,7.63095481,9.26863810,10.24861155,0.94323251,0.97560487,0.95794518,0.94467037,0.94116735,0.95854401,0.92378266,0.95589891,0.93473703,0.91316180,0.88676424,0.94746835,0.95595911,0.92614901,13.80064664,9.20290856,-0.17795382,-0.07202302
"1993M04",1.16201006,0.68570219,2.32359991,0.71621119,0.75303261,2.40237493,1.46415875,16.68444232,14.04789577,13.72753117,10.13688131,15.11690624,15.07042341,10.61950361,8.14881342,10.53312336,7.57301024,8.99482085,9.67052868,0.94357642,0.97687915,0.95291742,0.93683444,0.95945930,0.96575604,0.91808104,0.94009300,0.92279424,0.91479543,0.87473267,0.94671118,0.95797789,0.91934932,13.88387688,9.04703360,-0.17386332,-0.07048340
"1993M05",1.16716216,0.70545511,2.26203396,0.72995455,0.77199583,2.13481056,1.63416446,16.67228391,14.07207387,14.77432686,10.51704234,14.16467211,15.18905572,9.94183426,8.82703643,10.55519902,7.54348154,8.98620991,10.12746176,0.94394930,0.97005835,0.95530231,0.94107947,0.94967757,0.95905162,0.90439097,0.94906598,0.92916899,0.91001779,0.91437770,0.94195130,0.95337755,0.92005652,13.99235824,9.05678188,-0.16722683,-0.07165734
"1993M06",1.18329657,0.67975747,2.42038576,0.71923663,0.80154114,2.33842134,1.48623622,16.72189185,13.75365497,14.08816478,10.63718276,15.14036785,14.81353656,10.42425446,8.40640475,10.58980248,7.53754578,8.68552904,10.11108120,0.94825054,0.97365209,0.95762981,0.94039177,0.94662363,0.96933121,0.91327311,0.95369401,0.92783319,0.90983841,0.91028648,0.94301990,0.95680391,0.92341895,13.84782891,9.10309103,-0.17914393,-0.06355241
"1993M07",1.17550894,0.66768245,2.42232707,0.66827894,0.78810313,2.19932700,1.50533019,16.38139999,13.82260951,15.76772645,10.41680850,15.34804366,15.16928827,10.10865202,8.28366615,10.60626914,7.40509777,9.62066214,9.96862481,0.93802731,0.97645891,0.97398369,0.94759125,0.95559959,0.97529587,0.90728095,0.94233253,0.92604111,0.91378447,0.90152339,0.94554166,0.96178256,0.92018212,13.99312848,9.01383694,-0.16640608,-0.07568510
"1993M08",1.16489861,0.66568218,2.28083406,0.72386000,0.76555691,2.30722209,1.50498763,16.62168709,14.21407994,13.74447743,10.35546407,15.55804209,15.18980937,10.55265405,8.57685648,10.57246350,7.63420946,8.83798974,9.97765306,0.94848144,0.97810558,0.96021488,0.94306362,0.94685026,0.96378846,0.91812514,0.94733934,0.92736537,0.91335094,0.90229008,0.94305091,0.95889992,0.92322982,14.09374881,9.46365693,-0.16467635,-0.05821988
